#mapping_set_id: https://taxonomy.eticas.ai/mappings/eticas2atlas_nexus
#mapping_set_title: Eticas AI Risk Taxonomy to IBM AI Atlas Nexus
#mapping_set_version: 1.5.0
#creator_id: https://eticas.ai
#license: https://creativecommons.org/licenses/by/4.0/
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment
eticas-taxonomy:eticas-bias-fairness	bias fairness	skos:closeMatch	mit-ai-risk-domain-1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-bias-fairness	bias fairness	skos:closeMatch	nist-harmful-bias-and-homogenization		semapv:ManualMappingCuration
eticas-taxonomy:eticas-bias-outcome-disparities	bias outcome disparities	skos:exactMatch	mit-ai-risk-subdomain-1.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-disparate-impact-protected-groups	disparate impact protected groups	skos:closeMatch	mit-ai-risk-subdomain-1.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-disparate-impact-protected-groups	disparate impact protected groups	skos:closeMatch	mit-ai-risk-subdomain-1.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-disparate-impact-protected-groups	disparate impact protected groups	skos:closeMatch	atlas-decision-bias		semapv:ManualMappingCuration
eticas-taxonomy:eticas-disparate-impact-protected-groups	disparate impact protected groups	skos:closeMatch	atlas-output-bias		semapv:ManualMappingCuration
eticas-taxonomy:eticas-performance-equity	performance equity	skos:closeMatch	mit-ai-risk-subdomain-1.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-performance-equity	performance equity	skos:exactMatch	atlas-output-bias		semapv:ManualMappingCuration
eticas-taxonomy:eticas-bias-representational-harm	bias representational harm	skos:closeMatch	mit-ai-risk-subdomain-1.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-stereotyping-demeaning-content	stereotyping demeaning content	skos:closeMatch	mit-ai-risk-subdomain-1.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-stereotyping-demeaning-content	stereotyping demeaning content	skos:closeMatch	atlas-output-bias		semapv:ManualMappingCuration
eticas-taxonomy:eticas-harmful-content-toxicity	harmful content toxicity	skos:closeMatch	mit-ai-risk-subdomain-1.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-harmful-content-toxicity	harmful content toxicity	skos:closeMatch	nist-dangerous-violent-or-hateful-content		semapv:ManualMappingCuration
eticas-taxonomy:eticas-harmful-content-toxicity	harmful content toxicity	skos:exactMatch	atlas-toxic-output		semapv:ManualMappingCuration
eticas-taxonomy:eticas-harmful-content-toxicity	harmful content toxicity	skos:closeMatch	atlas-harmful-output		semapv:ManualMappingCuration
eticas-taxonomy:eticas-sentiment-fairness	sentiment fairness	skos:narrowMatch	mit-ai-risk-subdomain-1.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-homogenization-output-across-groups	homogenization output across groups	skos:exactMatch	nist-harmful-bias-and-homogenization		semapv:ManualMappingCuration
eticas-taxonomy:eticas-homogenization-output-across-groups	homogenization output across groups	skos:relatedMatch	mit-ai-risk-subdomain-6.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-feedback-loops	feedback loops	skos:relatedMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-privacy-confidentiality	privacy confidentiality	skos:closeMatch	mit-ai-risk-subdomain-2.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-privacy-confidentiality	privacy confidentiality	skos:closeMatch	nist-data-privacy		semapv:ManualMappingCuration
eticas-taxonomy:eticas-unlawful-data-processing	unlawful data processing	skos:closeMatch	mit-ai-risk-subdomain-2.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-unlawful-data-processing	unlawful data processing	skos:closeMatch	nist-data-privacy		semapv:ManualMappingCuration
eticas-taxonomy:eticas-pii-leakage	pii leakage	skos:exactMatch	mit-ai-risk-subdomain-2.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-pii-leakage	pii leakage	skos:closeMatch	nist-data-privacy		semapv:ManualMappingCuration
eticas-taxonomy:eticas-pii-leakage	pii leakage	skos:exactMatch	atlas-exposing-personal-information		semapv:ManualMappingCuration
eticas-taxonomy:eticas-confidential-information-leakage	confidential information leakage	skos:closeMatch	atlas-revealing-confidential-information		semapv:ManualMappingCuration
eticas-taxonomy:eticas-confidential-information-leakage	confidential information leakage	skos:closeMatch	nist-information-security		semapv:ManualMappingCuration
eticas-taxonomy:eticas-re-identification	re identification	skos:closeMatch	mit-ai-risk-subdomain-2.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-re-identification	re identification	skos:exactMatch	atlas-reidentification		semapv:ManualMappingCuration
eticas-taxonomy:eticas-reliability	reliability	skos:closeMatch	mit-ai-risk-subdomain-7.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-reliability	reliability	skos:closeMatch	nist-confabulation		semapv:ManualMappingCuration
eticas-taxonomy:eticas-hallucination	hallucination	skos:exactMatch	nist-confabulation		semapv:ManualMappingCuration
